STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140609,-9999,-9999,0,-9999,-9999,300,156,233
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140610,-9999,-9999,0,-9999,-9999,256,189,228
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140611,-9999,-9999,0,-9999,-9999,283,161,239
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140612,-9999,-9999,0,-9999,-9999,283,144,222
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140613,-9999,-9999,0,-9999,-9999,272,167,239
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140614,-9999,-9999,0,-9999,-9999,267,144,233
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140615,-9999,-9999,0,-9999,-9999,278,150,167
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140616,-9999,-9999,0,-9999,-9999,278,150,239
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140617,-9999,-9999,0,-9999,-9999,272,156,228
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140618,-9999,-9999,0,-9999,-9999,278,172,239
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140619,-9999,-9999,0,-9999,-9999,294,139,256
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140620,-9999,-9999,0,-9999,-9999,306,194,272
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140621,-9999,-9999,0,-9999,-9999,311,206,294
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140622,-9999,-9999,0,-9999,-9999,306,150,194
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140623,-9999,-9999,0,-9999,-9999,283,167,244
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140624,-9999,-9999,0,-9999,-9999,289,150,256
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140625,-9999,-9999,0,-9999,-9999,283,189,250
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140626,-9999,-9999,0,-9999,-9999,283,189,244
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140627,-9999,-9999,0,-9999,-9999,294,156,261
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140628,-9999,-9999,0,-9999,-9999,300,183,278
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140629,-9999,-9999,0,-9999,-9999,294,161,194
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140630,-9999,-9999,0,-9999,-9999,289,172,256
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140701,-9999,-9999,0,-9999,-9999,300,206,267
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140702,-9999,-9999,0,-9999,-9999,300,200,272
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140703,-9999,-9999,0,-9999,-9999,333,206,289
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140704,-9999,-9999,0,-9999,-9999,344,206,278
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140705,-9999,-9999,0,-9999,-9999,339,200,267
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140706,-9999,-9999,0,-9999,-9999,339,200,272
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140707,-9999,-9999,0,-9999,-9999,333,167,283
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140708,-9999,-9999,0,-9999,-9999,317,189,289
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140709,-9999,-9999,0,-9999,-9999,317,178,278
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140710,-9999,-9999,0,-9999,-9999,311,178,272
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140711,-9999,-9999,0,-9999,-9999,306,161,267
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140712,-9999,-9999,0,-9999,-9999,300,156,267
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140713,-9999,-9999,0,-9999,-9999,306,156,206
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140714,-9999,-9999,0,-9999,-9999,289,178,256
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140715,-9999,-9999,0,-9999,-9999,278,178,228
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140716,-9999,-9999,0,-9999,-9999,294,172,261
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140717,-9999,-9999,0,-9999,-9999,289,167,244
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140718,-9999,-9999,0,-9999,-9999,294,144,261
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140719,-9999,-9999,0,-9999,-9999,278,111,222
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140720,-9999,-9999,0,-9999,-9999,289,128,211
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140721,-9999,-9999,0,-9999,-9999,300,161,272
GHCND:USC00044303,IRVINE RANCH CA US,164.6,33.72,-117.723,20140722,-9999,-9999,0,-9999,-9999,317,189,300
