DATE,2013-PRECIPITATION,2013-TMAX,2013-TMIN
GHCND:USC00046154|1123,0,139,22
GHCND:USC00046154|1124,0,161,11
GHCND:USC00046154|1125,0,172,6
GHCND:USC00046154|1126,0,211,28
GHCND:USC00046154|1127,0,217,56
GHCND:USC00046154|1128,0,167,67
GHCND:USC00046154|1129,0,172,28
GHCND:USC00046154|1130,0,206,22
GHCND:USC00046154|1201,0,189,17
GHCND:USC00046154|1202,0,244,17
GHCND:USC00046154|1203,0,172,-22
GHCND:USC00046154|1204,0,72,-72
GHCND:USC00046154|1205,0,67,-83
GHCND:USC00046154|1206,0,106,-78
GHCND:USC00046154|1207,18,67,-44
GHCND:USC00046154|1208,0,44,-67
GHCND:USC00046154|1209,0,89,-83
GHCND:USC00046154|1210,0,111,-61
GHCND:USC00046154|1211,0,189,-6
GHCND:USC00046154|1212,0,183,-11
GHCND:USC00046154|1213,0,150,-17
GHCND:USC00046154|1214,0,206,-50
GHCND:USC00046154|1215,0,222,-11
GHCND:USC00046154|1216,0,261,0
GHCND:USC00046154|1217,0,278,11
GHCND:USC00046154|1218,0,206,50
GHCND:USC00046154|1219,0,111,0
GHCND:USC00046154|1220,0,117,-6
GHCND:USC00046154|1221,0,161,-33
GHCND:USC00046154|1222,0,189,-11
GHCND:USC00046154|1223,0,211,0
GHCND:USC00046154|1224,0,206,0
GHCND:USC00046154|1225,0,261,-6
GHCND:USC00046154|1226,0,233,-6
GHCND:USC00046154|1227,0,261,-22
GHCND:USC00046154|1228,0,217,0
GHCND:USC00046154|1229,0,244,-22
GHCND:USC00046154|1230,0,211,-6
GHCND:USC00046154|1231,0,211,0
GHCND:USW00024257|0101,0,133,-39
GHCND:USW00024257|0102,0,144,-33
GHCND:USW00024257|0103,0,122,-44
GHCND:USW00024257|0104,0,133,-28
GHCND:USW00024257|0105,15,72,-11
GHCND:USW00024257|0106,0,139,39
GHCND:USW00024257|0107,0,161,33
GHCND:USW00024257|0108,0,150,22
GHCND:USW00024257|0109,18,72,11
GHCND:USW00024257|0110,0,89,-33
GHCND:USW00024257|0111,0,78,-39
GHCND:USW00024257|0112,0,89,-39
GHCND:USW00024257|0113,0,83,11
GHCND:USW00024257|0114,0,122,6
GHCND:USW00024257|0115,0,150,-39
GHCND:USW00024257|0116,0,217,-28
GHCND:USW00024257|0117,0,217,-22
GHCND:USW00024257|0118,0,206,-39
GHCND:USW00024257|0119,0,206,-28
GHCND:USW00024257|0120,0,206,-28
GHCND:USW00024257|0121,0,194,-28
GHCND:USW00024257|0122,0,161,-28
GHCND:USW00024257|0123,196,106,11
GHCND:USW00024257|0124,8,150,78
GHCND:USW00024257|0125,0,139,72
GHCND:USW00024257|0126,0,150,67
GHCND:USW00024257|0127,0,133,22
GHCND:USW00024257|0128,0,139,17
GHCND:USW00024257|0129,0,167,6
GHCND:USW00024257|0130,0,211,56
GHCND:USW00024257|0131,0,178,-6
GHCND:USW00024257|0201,0,200,-11
GHCND:USW00024257|0202,0,189,6
GHCND:USW00024257|0203,0,211,-6
GHCND:USW00024257|0204,0,167,17
GHCND:USW00024257|0205,0,150,22
GHCND:USW00024257|0206,0,150,-11
GHCND:USW00024257|0207,130,111,33
GHCND:USW00024257|0208,5,133,0
GHCND:USW00024257|0209,0,150,33
GHCND:USW00024257|0210,0,172,11
GHCND:USW00024257|0211,0,194,28
GHCND:USW00024257|0212,0,200,-6
GHCND:USW00024257|0213,0,228,0
GHCND:USW00024257|0214,0,217,122
GHCND:USW00024257|0215,0,228,28
GHCND:USW00024257|0216,0,206,17
GHCND:USW00024257|0217,0,189,28
GHCND:USW00024257|0218,0,139,-17
GHCND:USW00024257|0219,13,94,22
GHCND:USW00024257|0220,0,144,22
GHCND:USW00024257|0221,0,161,-11
GHCND:USW00024257|0222,0,167,22
GHCND:USW00024257|0223,0,144,44
GHCND:USW00024257|0224,0,183,39
GHCND:USW00024257|0225,0,167,22
GHCND:USW00024257|0226,0,194,28
GHCND:USW00024257|0227,0,189,-6
GHCND:USW00024257|0228,0,200,72
GHCND:USW00024257|0301,0,250,33
GHCND:USW00024257|0302,0,194,61
GHCND:USW00024257|0303,0,206,83
GHCND:USW00024257|0304,0,189,56
GHCND:USW00024257|0305,132,161,61
GHCND:USW00024257|0306,196,128,33
GHCND:USW00024257|0307,0,150,11
GHCND:USW00024257|0308,0,189,17
GHCND:USW00024257|0309,0,217,72
GHCND:USW00024257|0310,0,250,22
GHCND:USW00024257|0311,0,267,33
GHCND:USW00024257|0312,0,233,50
GHCND:USW00024257|0313,0,256,67
GHCND:USW00024257|0314,0,239,78
GHCND:USW00024257|0315,0,250,89
GHCND:USW00024257|0316,0,244,94
GHCND:USW00024257|0317,0,217,28
GHCND:USW00024257|0318,0,211,44
GHCND:USW00024257|0319,38,183,89
GHCND:USW00024257|0320,173,161,56
GHCND:USW00024257|0321,0,178,39
GHCND:USW00024257|0322,0,172,44
GHCND:USW00024257|0323,0,217,67
GHCND:USW00024257|0324,0,222,39
GHCND:USW00024257|0325,13,206,50
GHCND:USW00024257|0326,0,200,67
GHCND:USW00024257|0327,0,211,106
GHCND:USW00024257|0328,8,183,117
GHCND:USW00024257|0329,0,256,67
GHCND:USW00024257|0330,71,250,83
GHCND:USW00024257|0331,246,161,100
GHCND:USW00024257|0401,0,183,100
GHCND:USW00024257|0402,0,239,83
GHCND:USW00024257|0403,0,228,83
GHCND:USW00024257|0404,312,161,122
GHCND:USW00024257|0405,99,172,106
GHCND:USW00024257|0406,71,194,117
GHCND:USW00024257|0407,0,194,106
GHCND:USW00024257|0408,0,189,72
GHCND:USW00024257|0409,0,244,83
GHCND:USW00024257|0410,0,278,100
GHCND:USW00024257|0411,0,250,133
GHCND:USW00024257|0412,0,278,133
GHCND:USW00024257|0413,0,239,83
GHCND:USW00024257|0414,0,217,94
GHCND:USW00024257|0415,0,167,72
GHCND:USW00024257|0416,0,189,67
GHCND:USW00024257|0417,0,211,28
GHCND:USW00024257|0418,0,261,67
GHCND:USW00024257|0419,0,278,83
GHCND:USW00024257|0420,0,283,133
GHCND:USW00024257|0421,0,300,156
GHCND:USW00024257|0422,0,289,178
GHCND:USW00024257|0423,0,289,156
GHCND:USW00024257|0424,0,306,139
GHCND:USW00024257|0425,0,278,56
GHCND:USW00024257|0426,0,300,89
GHCND:USW00024257|0427,0,322,117
GHCND:USW00024257|0428,0,333,122
GHCND:USW00024257|0429,0,289,183
GHCND:USW00024257|0430,0,261,139
GHCND:USW00024257|0501,0,300,144
GHCND:USW00024257|0502,0,317,144
GHCND:USW00024257|0503,0,350,100
GHCND:USW00024257|0504,0,311,217
GHCND:USW00024257|0505,8,250,150
GHCND:USW00024257|0506,36,194,133
GHCND:USW00024257|0507,3,206,133
GHCND:USW00024257|0508,0,256,161
GHCND:USW00024257|0509,0,317,133
GHCND:USW00024257|0510,0,356,144
GHCND:USW00024257|0511,0,344,172
GHCND:USW00024257|0512,0,344,172
GHCND:USW00024257|0513,0,333,144
GHCND:USW00024257|0514,0,350,167
GHCND:USW00024257|0515,0,289,122
GHCND:USW00024257|0516,58,244,139
GHCND:USW00024257|0517,0,239,94
GHCND:USW00024257|0518,0,283,89
GHCND:USW00024257|0519,0,294,156
GHCND:USW00024257|0520,0,328,139
GHCND:USW00024257|0521,0,233,100
GHCND:USW00024257|0522,0,228,78
GHCND:USW00024257|0523,0,244,117
GHCND:USW00024257|0524,0,261,72
GHCND:USW00024257|0525,0,272,83
GHCND:USW00024257|0526,0,261,144
GHCND:USW00024257|0527,112,189,133
GHCND:USW00024257|0528,3,256,133
GHCND:USW00024257|0529,0,283,161
GHCND:USW00024257|0530,0,300,111
GHCND:USW00024257|0531,0,344,172
GHCND:USW00024257|0601,0,378,222
GHCND:USW00024257|0602,0,367,217
GHCND:USW00024257|0603,0,383,211
GHCND:USW00024257|0604,0,406,156
GHCND:USW00024257|0605,0,361,167
GHCND:USW00024257|0606,0,394,183
GHCND:USW00024257|0607,0,428,194
GHCND:USW00024257|0608,0,439,289
GHCND:USW00024257|0609,0,378,228
GHCND:USW00024257|0610,0,233,178
GHCND:USW00024257|0611,0,294,178
GHCND:USW00024257|0612,0,317,178
GHCND:USW00024257|0613,0,306,167
GHCND:USW00024257|0614,0,339,167
GHCND:USW00024257|0615,0,344,128
GHCND:USW00024257|0616,0,339,133
GHCND:USW00024257|0617,0,328,139
GHCND:USW00024257|0618,0,278,150
GHCND:USW00024257|0619,0,261,111
GHCND:USW00024257|0620,0,300,133
GHCND:USW00024257|0621,0,328,183
GHCND:USW00024257|0622,0,350,189
GHCND:USW00024257|0623,163,272,183
GHCND:USW00024257|0624,36,206,156
GHCND:USW00024257|0625,203,217,156
GHCND:USW00024257|0626,0,300,183
GHCND:USW00024257|0627,0,356,172
GHCND:USW00024257|0628,0,422,200
GHCND:USW00024257|0629,0,422,200
GHCND:USW00024257|0630,0,433,206
GHCND:USW00024257|0701,0,433,217
GHCND:USW00024257|0702,0,467,239
GHCND:USW00024257|0703,0,450,256
GHCND:USW00024257|0704,0,428,289
GHCND:USW00024257|0705,0,378,233
GHCND:USW00024257|0706,0,361,189
GHCND:USW00024257|0707,0,378,189
GHCND:USW00024257|0708,0,383,183
GHCND:USW00024257|0709,0,378,161
GHCND:USW00024257|0710,0,389,183
GHCND:USW00024257|0711,0,356,161
GHCND:USW00024257|0712,0,344,156
GHCND:USW00024257|0713,0,367,183
GHCND:USW00024257|0714,0,389,172
GHCND:USW00024257|0715,0,372,167
GHCND:USW00024257|0716,0,328,178
GHCND:USW00024257|0717,0,367,133
GHCND:USW00024257|0718,0,394,156
GHCND:USW00024257|0719,0,417,178
GHCND:USW00024257|0720,0,439,206
GHCND:USW00024257|0721,0,417,217
GHCND:USW00024257|0722,0,383,217
GHCND:USW00024257|0723,0,372,206
GHCND:USW00024257|0724,0,383,222
GHCND:USW00024257|0725,0,417,222
GHCND:USW00024257|0726,0,400,244
GHCND:USW00024257|0727,0,406,222
GHCND:USW00024257|0728,0,378,206
GHCND:USW00024257|0729,0,333,194
GHCND:USW00024257|0730,0,350,167
GHCND:USW00024257|0731,0,344,183
GHCND:USW00024257|0801,0,328,167
GHCND:USW00024257|0802,0,356,167
GHCND:USW00024257|0803,0,350,150
GHCND:USW00024257|0804,0,361,156
GHCND:USW00024257|0805,0,361,150
GHCND:USW00024257|0806,0,356,144
GHCND:USW00024257|0807,0,306,167
GHCND:USW00024257|0808,0,317,144
GHCND:USW00024257|0809,0,311,161
GHCND:USW00024257|0810,0,322,139
GHCND:USW00024257|0811,0,344,161
GHCND:USW00024257|0812,0,350,167
GHCND:USW00024257|0813,0,372,161
GHCND:USW00024257|0814,0,378,178
GHCND:USW00024257|0815,0,367,167
GHCND:USW00024257|0816,0,367,189
GHCND:USW00024257|0817,0,383,194
GHCND:USW00024257|0818,0,433,206
GHCND:USW00024257|0819,0,389,211
GHCND:USW00024257|0820,0,367,244
GHCND:USW00024257|0821,0,361,211
GHCND:USW00024257|0822,0,350,194
GHCND:USW00024257|0823,0,350,156
GHCND:USW00024257|0824,0,322,161
GHCND:USW00024257|0825,0,311,194
GHCND:USW00024257|0826,0,311,172
GHCND:USW00024257|0827,0,350,139
GHCND:USW00024257|0828,0,339,144
GHCND:USW00024257|0829,0,339,156
GHCND:USW00024257|0830,0,367,172
GHCND:USW00024257|0831,0,367,178
GHCND:USW00024257|0901,0,328,161
GHCND:USW00024257|0902,0,311,150
GHCND:USW00024257|0903,0,317,139
GHCND:USW00024257|0904,0,317,133
GHCND:USW00024257|0905,0,300,144
GHCND:USW00024257|0906,0,344,183
GHCND:USW00024257|0907,0,367,161
GHCND:USW00024257|0908,0,400,150
GHCND:USW00024257|0909,0,411,200
GHCND:USW00024257|0910,0,411,172
GHCND:USW00024257|0911,0,339,178
GHCND:USW00024257|0912,0,333,156
GHCND:USW00024257|0913,0,356,178
GHCND:USW00024257|0914,0,344,183
GHCND:USW00024257|0915,0,306,172
GHCND:USW00024257|0916,0,317,133
GHCND:USW00024257|0917,0,289,183
GHCND:USW00024257|0918,0,311,172
GHCND:USW00024257|0919,0,333,111
GHCND:USW00024257|0920,25,289,111
GHCND:USW00024257|0921,310,194,106
GHCND:USW00024257|0922,0,222,94
GHCND:USW00024257|0923,0,278,161
GHCND:USW00024257|0924,0,250,156
GHCND:USW00024257|0925,10,217,83
GHCND:USW00024257|0926,0,233,83
GHCND:USW00024257|0927,0,267,111
GHCND:USW00024257|0928,0,256,100
GHCND:USW00024257|0929,0,222,178
GHCND:USW00024257|0930,8,244,167
GHCND:USW00024257|1001,0,256,144
GHCND:USW00024257|1002,0,256,128
GHCND:USW00024257|1003,0,228,106
GHCND:USW00024257|1004,0,267,144
GHCND:USW00024257|1005,0,289,72
GHCND:USW00024257|1006,0,283,61
GHCND:USW00024257|1007,0,278,67
GHCND:USW00024257|1008,0,250,144
GHCND:USW00024257|1009,0,222,139
GHCND:USW00024257|1010,0,222,100
GHCND:USW00024257|1011,0,228,67
GHCND:USW00024257|1012,3,239,67
GHCND:USW00024257|1013,0,233,122
GHCND:USW00024257|1014,0,261,144
GHCND:USW00024257|1015,0,267,100
GHCND:USW00024257|1016,0,250,39
GHCND:USW00024257|1017,0,294,50
GHCND:USW00024257|1018,0,300,56
GHCND:USW00024257|1019,0,294,61
GHCND:USW00024257|1020,0,328,61
GHCND:USW00024257|1021,0,328,67
GHCND:USW00024257|1022,0,300,72
GHCND:USW00024257|1023,0,306,56
GHCND:USW00024257|1024,0,272,50
GHCND:USW00024257|1025,0,272,50
GHCND:USW00024257|1026,0,267,39
GHCND:USW00024257|1027,0,239,39
GHCND:USW00024257|1028,0,150,72
GHCND:USW00024257|1029,0,156,89
GHCND:USW00024257|1030,0,211,33
GHCND:USW00024257|1031,0,250,39
GHCND:USW00024257|1101,0,239,39
GHCND:USW00024257|1102,0,233,44
GHCND:USW00024257|1103,0,156,78
GHCND:USW00024257|1104,0,194,56
GHCND:USW00024257|1105,0,233,83
GHCND:USW00024257|1106,0,222,67
GHCND:USW00024257|1107,0,228,83
GHCND:USW00024257|1108,0,228,50
GHCND:USW00024257|1109,0,250,39
GHCND:USW00024257|1110,0,233,39
GHCND:USW00024257|1111,0,217,22
GHCND:USW00024257|1112,0,256,83
GHCND:USW00024257|1113,0,278,56
GHCND:USW00024257|1114,0,217,50
GHCND:USW00024257|1115,0,189,72
GHCND:USW00024257|1116,0,178,39
GHCND:USW00024257|1117,0,172,6
GHCND:USW00024257|1118,36,133,11
GHCND:USW00024257|1119,330,106,89
GHCND:USW00024257|1120,71,133,106
GHCND:USW00024257|1121,0,150,78
GHCND:USW00024257|1122,0,211,111
GHCND:USW00024257|1123,0,217,33
GHCND:USW00024257|1124,0,172,-16
GHCND:USW00024257|1125,0,161,-21
GHCND:USW00024257|1126,0,161,0
GHCND:USW00024257|1127,0,189,17
GHCND:USW00024257|1128,0,228,17
GHCND:USW00024257|1129,0,222,6
GHCND:USW00024257|1130,0,233,33
GHCND:USW00024257|1201,0,194,50
GHCND:USW00024257|1202,0,150,11
GHCND:USW00024257|1203,0,117,33
GHCND:USW00024257|1204,0,94,6
GHCND:USW00024257|1205,0,94,-32
GHCND:USW00024257|1206,97,50,-66
GHCND:USW00024257|1207,0,39,-21
GHCND:USW00024257|1208,0,56,-27
GHCND:USW00024257|1209,0,122,-32
GHCND:USW00024257|1210,0,150,-60
GHCND:USW00024257|1211,0,172,-27
GHCND:USW00024257|1212,0,156,-38
GHCND:USW00024257|1213,0,189,-27
GHCND:USW00024257|1214,0,167,-16
GHCND:USW00024257|1215,0,178,-27
GHCND:USW00024257|1216,0,256,-32
GHCND:USW00024257|1217,0,183,-10
GHCND:USW00024257|1218,0,189,-16
GHCND:USW00024257|1219,0,133,67
GHCND:USW00024257|1220,0,183,39
GHCND:USW00024257|1221,0,172,-10
GHCND:USW00024257|1222,0,228,56
GHCND:USW00024257|1223,0,172,6
GHCND:USW00024257|1224,0,217,17
GHCND:USW00024257|1225,0,217,-5
GHCND:USW00024257|1226,0,206,-21
GHCND:USW00024257|1227,0,128,-21
GHCND:USW00024257|1228,0,206,-27
GHCND:USW00024257|1229,0,217,28
GHCND:USW00024257|1230,0,167,-16
GHCND:USW00024257|1231,0,194,6
GHCND:USW00093210|0101,0,150,-5
GHCND:USW00093210|0102,0,100,-10
GHCND:USW00093210|0103,0,100,-16
GHCND:USW00093210|0104,0,122,-10
GHCND:USW00093210|0105,43,94,17
GHCND:USW00093210|0106,46,117,39
GHCND:USW00093210|0107,0,106,17
GHCND:USW00093210|0108,0,100,33
GHCND:USW00093210|0109,10,89,33
GHCND:USW00093210|0110,0,89,-5
GHCND:USW00093210|0111,0,89,-16
GHCND:USW00093210|0112,0,67,-32
GHCND:USW00093210|0113,0,78,-55
GHCND:USW00093210|0114,0,100,0
GHCND:USW00093210|0115,0,89,-16
GHCND:USW00093210|0116,0,117,-16
GHCND:USW00093210|0117,0,133,-21
GHCND:USW00093210|0118,0,156,-27
GHCND:USW00093210|0119,0,150,0
GHCND:USW00093210|0120,0,156,-21
GHCND:USW00093210|0121,0,156,-16
GHCND:USW00093210|0122,0,156,-5
GHCND:USW00093210|0123,58,150,61
GHCND:USW00093210|0124,15,150,83
GHCND:USW00093210|0125,3,161,89
GHCND:USW00093210|0126,0,133,72
GHCND:USW00093210|0127,0,122,33
GHCND:USW00093210|0128,0,133,11
GHCND:USW00093210|0129,0,139,17
GHCND:USW00093210|0130,0,150,44
GHCND:USW00093210|0131,0,156,22
GHCND:USW00093210|0201,0,172,11
GHCND:USW00093210|0202,0,178,44
GHCND:USW00093210|0203,0,161,33
GHCND:USW00093210|0204,0,167,44
GHCND:USW00093210|0205,0,139,39
GHCND:USW00093210|0206,0,144,17
GHCND:USW00093210|0207,38,122,56
GHCND:USW00093210|0208,0,139,17
GHCND:USW00093210|0209,0,144,-16
GHCND:USW00093210|0210,0,167,-5
GHCND:USW00093210|0211,0,172,39
GHCND:USW00093210|0212,0,150,11
GHCND:USW00093210|0213,0,167,11
GHCND:USW00093210|0214,0,228,39
GHCND:USW00093210|0215,0,211,33
GHCND:USW00093210|0216,0,189,44
GHCND:USW00093210|0217,0,189,28
GHCND:USW00093210|0218,0,161,33
GHCND:USW00093210|0219,107,100,11
GHCND:USW00093210|0220,0,144,-5
GHCND:USW00093210|0221,0,150,6
GHCND:USW00093210|0222,0,156,6
GHCND:USW00093210|0223,0,144,33
GHCND:USW00093210|0224,0,172,22
GHCND:USW00093210|0225,0,172,44
GHCND:USW00093210|0226,0,183,22
GHCND:USW00093210|0227,0,194,11
GHCND:USW00093210|0228,0,211,72
GHCND:USW00093210|0301,0,217,44
GHCND:USW00093210|0302,0,211,72
GHCND:USW00093210|0303,23,189,111
GHCND:USW00093210|0304,0,194,67
GHCND:USW00093210|0305,69,172,83
GHCND:USW00093210|0306,51,144,67
GHCND:USW00093210|0307,0,144,33
GHCND:USW00093210|0308,0,189,17
GHCND:USW00093210|0309,0,206,33
GHCND:USW00093210|0310,0,189,28
GHCND:USW00093210|0311,0,217,44
GHCND:USW00093210|0312,0,233,72
GHCND:USW00093210|0313,0,256,83
GHCND:USW00093210|0314,0,250,94
GHCND:USW00093210|0315,0,250,94
GHCND:USW00093210|0316,0,233,67
GHCND:USW00093210|0317,0,222,56
GHCND:USW00093210|0318,0,206,50
GHCND:USW00093210|0319,51,200,89
GHCND:USW00093210|0320,104,161,106
GHCND:USW00093210|0321,0,183,78
GHCND:USW00093210|0322,0,172,39
GHCND:USW00093210|0323,0,200,22
GHCND:USW00093210|0324,0,222,50
GHCND:USW00093210|0325,0,222,67
GHCND:USW00093210|0326,0,206,78
GHCND:USW00093210|0327,0,222,94
GHCND:USW00093210|0328,13,189,100
GHCND:USW00093210|0329,0,256,67
GHCND:USW00093210|0330,0,233,83
GHCND:USW00093210|0331,208,200,111
GHCND:USW00093210|0401,0,189,106
GHCND:USW00093210|0402,0,222,89
GHCND:USW00093210|0403,0,233,94
GHCND:USW00093210|0404,122,178,117
GHCND:USW00093210|0405,0,194,106
GHCND:USW00093210|0406,0,200,117
GHCND:USW00093210|0407,13,194,100
GHCND:USW00093210|0408,58,194,72
GHCND:USW00093210|0409,0,233,67
GHCND:USW00093210|0410,0,294,83
GHCND:USW00093210|0411,0,250,111
GHCND:USW00093210|0412,0,261,72
GHCND:USW00093210|0413,0,250,100
GHCND:USW00093210|0414,0,228,94
GHCND:USW00093210|0415,0,183,50
GHCND:USW00093210|0416,0,194,50
GHCND:USW00093210|0417,0,206,44
GHCND:USW00093210|0418,0,244,56
GHCND:USW00093210|0419,0,267,89
GHCND:USW00093210|0420,0,278,111
GHCND:USW00093210|0421,0,306,89
GHCND:USW00093210|0422,0,300,117
GHCND:USW00093210|0423,0,289,111
GHCND:USW00093210|0424,0,322,100
GHCND:USW00093210|0425,0,261,78
GHCND:USW00093210|0426,0,272,100
GHCND:USW00093210|0427,0,306,122
GHCND:USW00093210|0428,0,333,144
GHCND:USW00093210|0429,0,317,156
GHCND:USW00093210|0430,0,289,150
GHCND:USW00093210|0501,0,328,117
GHCND:USW00093210|0502,0,322,111
GHCND:USW00093210|0503,0,344,122
GHCND:USW00093210|0504,0,322,156
GHCND:USW00093210|0505,0,233,133
GHCND:USW00093210|0506,64,194,139
GHCND:USW00093210|0507,0,211,128
GHCND:USW00093210|0508,0,250,161
GHCND:USW00093210|0509,0,278,128
GHCND:USW00093210|0510,0,306,139
GHCND:USW00093210|0511,0,333,161
GHCND:USW00093210|0512,0,350,178
GHCND:USW00093210|0513,0,333,144
GHCND:USW00093210|0514,0,333,150
GHCND:USW00093210|0515,0,272,150
GHCND:USW00093210|0516,0,244,156
GHCND:USW00093210|0517,0,250,117
GHCND:USW00093210|0518,0,267,111
GHCND:USW00093210|0519,0,283,133
GHCND:USW00093210|0520,0,317,139
GHCND:USW00093210|0521,0,267,111
GHCND:USW00093210|0522,-9999,217,111
GHCND:USW00093210|0523,0,233,94
GHCND:USW00093210|0524,0,261,94
GHCND:USW00093210|0525,0,267,111
GHCND:USW00093210|0526,0,261,117
GHCND:USW00093210|0527,15,217,133
GHCND:USW00093210|0528,0,256,139
GHCND:USW00093210|0529,0,272,161
GHCND:USW00093210|0530,0,283,128
GHCND:USW00093210|0531,0,333,128
GHCND:USW00093210|0601,0,356,144
GHCND:USW00093210|0602,0,350,161
GHCND:USW00093210|0603,0,361,167
GHCND:USW00093210|0604,0,317,156
GHCND:USW00093210|0605,0,317,139
GHCND:USW00093210|0606,0,339,156
GHCND:USW00093210|0607,0,389,194
GHCND:USW00093210|0608,0,417,211
GHCND:USW00093210|0609,0,322,178
GHCND:USW00093210|0610,28,233,156
GHCND:USW00093210|0611,0,294,133
GHCND:USW00093210|0612,0,311,150
GHCND:USW00093210|0613,0,289,133
GHCND:USW00093210|0614,0,311,161
GHCND:USW00093210|0615,0,333,144
GHCND:USW00093210|0616,0,333,156
GHCND:USW00093210|0617,0,333,167
GHCND:USW00093210|0618,0,267,150
GHCND:USW00093210|0619,0,261,122
GHCND:USW00093210|0620,0,289,128
GHCND:USW00093210|0621,0,306,144
GHCND:USW00093210|0622,0,339,150
GHCND:USW00093210|0623,0,278,183
GHCND:USW00093210|0624,20,217,161
GHCND:USW00093210|0625,97,244,161
GHCND:USW00093210|0626,0,311,189
GHCND:USW00093210|0627,0,356,189
GHCND:USW00093210|0628,0,400,200
GHCND:USW00093210|0629,0,406,222
GHCND:USW00093210|0630,0,417,217
GHCND:USW00093210|0701,0,411,228
GHCND:USW00093210|0702,0,411,239
GHCND:USW00093210|0703,0,411,228
GHCND:USW00093210|0704,0,422,267
GHCND:USW00093210|0705,0,339,217
GHCND:USW00093210|0706,0,344,172
GHCND:USW00093210|0707,0,350,172
GHCND:USW00093210|0708,0,361,178
GHCND:USW00093210|0709,0,378,178
GHCND:USW00093210|0710,0,383,189
GHCND:USW00093210|0711,0,350,156
GHCND:USW00093210|0712,0,339,156
GHCND:USW00093210|0713,0,350,156
GHCND:USW00093210|0714,0,356,172
GHCND:USW00093210|0715,0,339,183
GHCND:USW00093210|0716,0,300,133
GHCND:USW00093210|0717,0,339,139
GHCND:USW00093210|0718,0,361,161
GHCND:USW00093210|0719,0,372,183
GHCND:USW00093210|0720,0,378,206
GHCND:USW00093210|0721,0,372,200
GHCND:USW00093210|0722,0,350,200
GHCND:USW00093210|0723,0,344,200
GHCND:USW00093210|0724,0,361,206
GHCND:USW00093210|0725,0,383,228
GHCND:USW00093210|0726,0,372,206
GHCND:USW00093210|0727,0,367,194
GHCND:USW00093210|0728,0,344,178
GHCND:USW00093210|0729,0,311,150
GHCND:USW00093210|0730,0,322,144
GHCND:USW00093210|0731,0,339,156
GHCND:USW00093210|0801,0,317,156
GHCND:USW00093210|0802,0,333,150
GHCND:USW00093210|0803,0,333,161
GHCND:USW00093210|0804,0,333,156
GHCND:USW00093210|0805,0,333,144
GHCND:USW00093210|0806,0,356,144
GHCND:USW00093210|0807,0,283,144
GHCND:USW00093210|0808,0,300,139
GHCND:USW00093210|0809,0,306,144
GHCND:USW00093210|0810,0,311,144
GHCND:USW00093210|0811,0,328,161
GHCND:USW00093210|0812,0,333,156
GHCND:USW00093210|0813,0,350,156
GHCND:USW00093210|0814,0,361,172
GHCND:USW00093210|0815,0,361,178
GHCND:USW00093210|0816,0,367,183
GHCND:USW00093210|0817,0,350,189
GHCND:USW00093210|0818,0,361,194
GHCND:USW00093210|0819,0,356,222
GHCND:USW00093210|0820,0,328,217
GHCND:USW00093210|0821,0,339,189
GHCND:USW00093210|0822,0,333,172
GHCND:USW00093210|0823,0,328,144
GHCND:USW00093210|0824,0,317,167
GHCND:USW00093210|0825,0,311,178
GHCND:USW00093210|0826,0,306,161
GHCND:USW00093210|0827,0,339,150
GHCND:USW00093210|0828,0,344,172
GHCND:USW00093210|0829,0,339,178
GHCND:USW00093210|0830,0,350,161
GHCND:USW00093210|0831,0,356,172
GHCND:USW00093210|0901,0,306,194
GHCND:USW00093210|0902,0,306,211
GHCND:USW00093210|0903,0,311,183
GHCND:USW00093210|0904,0,311,156
GHCND:USW00093210|0905,0,300,156
GHCND:USW00093210|0906,0,322,144
GHCND:USW00093210|0907,0,350,156
GHCND:USW00093210|0908,0,356,161
GHCND:USW00093210|0909,0,372,167
GHCND:USW00093210|0910,0,350,189
GHCND:USW00093210|0911,0,289,156
GHCND:USW00093210|0912,0,306,144
GHCND:USW00093210|0913,0,328,172
GHCND:USW00093210|0914,0,333,178
GHCND:USW00093210|0915,0,317,144
GHCND:USW00093210|0916,0,300,139
GHCND:USW00093210|0917,0,261,161
GHCND:USW00093210|0918,0,289,144
GHCND:USW00093210|0919,0,317,111
GHCND:USW00093210|0920,0,300,133
GHCND:USW00093210|0921,201,194,133
GHCND:USW00093210|0922,0,222,100
GHCND:USW00093210|0923,0,278,117
GHCND:USW00093210|0924,0,256,144
GHCND:USW00093210|0925,0,222,100
GHCND:USW00093210|0926,0,228,94
GHCND:USW00093210|0927,0,244,89
GHCND:USW00093210|0928,0,278,111
GHCND:USW00093210|0929,0,239,161
GHCND:USW00093210|0930,0,261,178
GHCND:USW00093210|1001,0,250,133
GHCND:USW00093210|1002,0,256,111
GHCND:USW00093210|1003,0,250,106
GHCND:USW00093210|1004,0,283,111
GHCND:USW00093210|1005,0,278,111
GHCND:USW00093210|1006,0,283,83
GHCND:USW00093210|1007,0,272,83
GHCND:USW00093210|1008,0,239,100
GHCND:USW00093210|1009,0,239,89
GHCND:USW00093210|1010,0,222,106
GHCND:USW00093210|1011,0,233,89
GHCND:USW00093210|1012,0,244,89
GHCND:USW00093210|1013,0,239,89
GHCND:USW00093210|1014,0,250,89
GHCND:USW00093210|1015,0,289,83
GHCND:USW00093210|1016,0,267,67
GHCND:USW00093210|1017,0,261,61
