STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,YTD_PRECIP_NORM,YTD2013_PRECIP,PRECIP2013_DIFF,YTD2014_PRECIP,PRECIP2014_DIFF,YTD2015_PRECIP,PRECIP2015_DIFF
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0402,220,189,-31,193,-27,363,143
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0403,220,189,-31,193,-27,363,143
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0404,221,189,-32,193,-28,363,142
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0405,221,189,-32,193,-28,363,142
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0406,221,189,-32,193,-28,363,142
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0407,222,189,-33,193,-29,363,141
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0408,222,189,-33,193,-29,363,141
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0409,222,189,-33,193,-29,363,141
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0410,223,189,-34,193,-30,363,140
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0411,223,189,-34,193,-30,363,140
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0412,224,189,-35,193,-31,363,139
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0413,224,189,-35,193,-31,363,139
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0414,224,189,-35,193,-31,363,139
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0415,225,189,-36,193,-32,363,138
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0416,225,189,-36,193,-32,363,138
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0417,226,189,-37,193,-33,363,137
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0418,226,189,-37,193,-33,363,137
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0419,226,189,-37,193,-33,363,137
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0420,227,189,-38,193,-34,363,136
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0421,227,189,-38,193,-34,363,136
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0422,228,189,-39,193,-35,363,135
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0423,228,189,-39,193,-35,363,135
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0424,228,189,-39,193,-35,363,135
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0425,229,189,-40,193,-36,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0426,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0427,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0428,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0429,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0430,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0501,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0502,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0503,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0504,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0505,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0506,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0507,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0508,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0509,229,189,-40,218,-11,363,134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0510,231,189,-42,218,-13,363,132
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0511,232,189,-43,218,-14,363,131
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0512,234,189,-45,218,-16,363,129
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0513,235,189,-46,218,-17,363,128
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0514,236,189,-47,218,-18,363,127
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0515,238,189,-49,218,-20,363,125
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0516,239,189,-50,218,-21,363,124
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0517,241,189,-52,218,-23,363,122
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0518,242,189,-53,218,-24,363,121
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0519,244,189,-55,218,-26,363,119
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0520,245,189,-56,218,-27,363,118
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0521,247,189,-58,218,-29,363,116
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0522,248,189,-59,218,-30,363,115
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0523,250,189,-61,218,-32,363,113
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0524,251,189,-62,218,-33,363,112
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0525,253,189,-64,218,-35,363,110
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0526,254,189,-65,218,-36,363,109
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0527,256,189,-67,218,-38,363,107
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0528,257,189,-68,218,-39,363,106
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0529,259,189,-70,218,-41,363,104
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0530,260,189,-71,218,-42,363,103
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0531,262,189,-73,218,-44,363,101
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0601,263,189,-74,218,-45,363,100
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0602,263,189,-74,218,-45,363,100
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0603,264,189,-75,218,-46,363,99
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0604,264,189,-75,218,-46,363,99
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0605,265,189,-76,218,-47,363,98
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0606,265,189,-76,218,-47,363,98
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0607,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0608,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0609,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0610,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0611,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0612,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0613,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0614,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0615,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0616,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0617,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0618,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0619,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0620,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0621,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0622,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0623,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0624,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0625,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0626,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0627,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0628,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0629,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0630,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0701,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0702,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0703,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0704,266,189,-77,218,-48,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0705,266,189,-77,221,-45,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0706,266,189,-77,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0707,266,189,-77,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0708,266,189,-77,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0709,266,189,-77,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0710,266,189,-77,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0711,266,194,-72,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0712,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0713,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0714,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0715,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0716,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0717,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0718,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0719,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0720,266,199,-67,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0721,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0722,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0723,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0724,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0725,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0726,266,229,-37,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0727,266,351,85,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0728,266,351,85,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0729,266,351,85,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0730,266,351,85,234,-32,363,97
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0731,290,351,61,234,-56,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0801,290,351,61,234,-56,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0802,290,351,61,234,-56,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0803,290,351,61,247,-43,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0804,290,351,61,247,-43,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0805,290,351,61,247,-43,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0806,290,351,61,247,-43,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0807,290,351,61,247,-43,363,73
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0808,292,351,59,247,-45,363,71
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0809,295,351,56,247,-48,363,68
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0810,297,351,54,247,-50,363,66
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0811,299,351,52,247,-52,363,64
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0812,301,351,50,252,-49,363,62
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0813,304,351,47,290,-14,363,59
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0814,306,351,45,290,-16,363,57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0815,308,351,43,290,-18,363,55
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0816,311,351,40,290,-21,363,52
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0817,313,351,38,290,-23,363,50
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0818,315,351,36,290,-25,363,48
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0819,318,351,33,290,-28,363,45
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0820,320,351,31,290,-30,363,43
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0821,322,351,29,310,-12,363,41
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0822,324,351,27,315,-9,363,39
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0823,327,351,24,315,-12,363,36
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0824,329,351,22,315,-14,363,34
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0825,331,351,20,315,-16,363,32
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0826,334,354,20,315,-19,363,29
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0827,336,463,127,315,-21,363,27
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0828,338,463,125,315,-23,363,25
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0829,340,463,123,315,-25,363,23
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0830,343,631,288,315,-28,363,20
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0831,345,631,286,315,-30,363,18
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0901,347,631,284,315,-32,363,16
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0902,349,631,282,315,-34,363,14
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0903,352,631,279,315,-37,363,11
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0904,354,631,277,315,-39,363,9
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0905,356,631,275,315,-41,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0906,356,631,275,315,-41,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0907,356,631,275,315,-41,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0908,356,656,300,356,0,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0909,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0910,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0911,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0912,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0913,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0914,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0915,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0916,356,656,300,364,8,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0917,356,656,300,397,41,363,7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0918,357,656,299,397,40,363,6
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0919,359,656,297,397,38,363,4
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0920,360,656,296,397,37,363,3
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0921,362,656,294,397,35,363,1
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0922,364,656,292,397,33,363,-1
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0923,366,656,290,397,31,363,-3
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0924,368,656,288,397,29,363,-5
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0925,370,656,286,397,27,363,-7
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0926,372,656,284,397,25,363,-9
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0927,373,656,283,397,24,363,-10
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0928,375,656,281,397,22,363,-12
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0929,377,656,279,397,20,363,-14
JOSHUA TREE CA US,781.2,34.14694,-116.27472,0930,379,656,277,397,18,363,-16
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1001,379,656,277,397,18,363,-16
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1002,380,656,276,397,17,363,-17
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1003,380,656,276,397,17,363,-17
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1004,381,656,275,397,16,363,-18
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1005,381,656,275,397,16,363,-18
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1006,383,656,273,397,14,363,-20
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1007,385,656,271,397,12,363,-22
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1008,386,656,270,397,11,363,-23
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1009,388,656,268,397,9,363,-25
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1010,389,656,267,397,8,363,-26
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1011,391,656,265,397,6,363,-28
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1012,393,656,263,397,4,363,-30
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1013,394,656,262,397,3,363,-31
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1014,396,656,260,397,1,363,-33
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1015,397,656,259,397,0,363,-34
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1016,399,656,257,397,-2,363,-36
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1017,401,656,255,397,-4,363,-38
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1018,402,656,254,397,-5,363,-39
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1019,403,656,253,397,-6,363,-40
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1020,404,656,252,397,-7,363,-41
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1021,406,656,250,397,-9,363,-43
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1022,407,656,249,397,-10,363,-44
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1023,408,656,248,397,-11,363,-45
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1024,409,656,247,397,-12,363,-46
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1025,411,656,245,397,-14,363,-48
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1026,412,656,244,397,-15,363,-49
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1027,413,656,243,397,-16,363,-50
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1028,414,656,242,397,-17,363,-51
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1029,416,656,240,397,-19,363,-53
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1030,417,656,239,397,-20,363,-54
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1031,418,656,238,397,-21,363,-55
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1101,419,656,237,397,-22,363,-56
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1102,420,656,236,397,-23,363,-57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1103,420,656,236,397,-23,363,-57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1104,420,656,236,397,-23,363,-57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1105,420,656,236,397,-23,363,-57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1106,420,656,236,397,-23,363,-57
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1107,421,656,235,397,-24,363,-58
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1108,421,656,235,397,-24,363,-58
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1109,421,656,235,397,-24,363,-58
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1110,421,656,235,397,-24,363,-58
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1111,421,656,235,397,-24,363,-58
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1112,422,656,234,397,-25,363,-59
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1113,423,656,233,397,-26,363,-60
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1114,425,656,231,397,-28,363,-62
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1115,428,656,228,397,-31,363,-65
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1116,431,656,225,397,-34,363,-68
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1117,434,656,222,397,-37,363,-71
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1118,437,656,219,397,-40,363,-74
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1119,440,656,216,397,-43,363,-77
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1120,443,656,213,397,-46,363,-80
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1121,446,656,210,397,-49,363,-83
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1122,449,671,222,397,-52,363,-86
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1123,452,740,288,397,-55,363,-89
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1124,456,740,284,397,-59,363,-93
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1125,461,740,279,397,-64,363,-98
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1126,465,740,275,397,-68,363,-102
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1127,469,740,271,397,-72,363,-106
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1128,473,740,267,397,-76,363,-110
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1129,478,740,262,397,-81,363,-115
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1130,482,740,258,397,-85,363,-119
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1201,483,740,257,397,-86,363,-120
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1202,483,740,257,397,-86,363,-120
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1203,484,740,256,412,-72,363,-121
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1204,485,740,255,460,-25,363,-122
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1205,486,740,254,460,-26,363,-123
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1206,486,740,254,465,-21,363,-123
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1207,487,740,253,465,-22,363,-124
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1208,489,740,251,465,-24,363,-126
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1209,490,740,250,465,-25,363,-127
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1210,491,740,249,465,-26,363,-128
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1211,493,740,247,465,-28,363,-130
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1212,494,740,246,465,-29,363,-131
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1213,495,765,270,478,-17,363,-132
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1214,496,765,269,478,-18,363,-133
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1215,497,765,268,478,-19,363,-134
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1216,498,765,267,478,-20,363,-135
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1217,499,765,266,483,-16,363,-136
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1218,500,765,265,486,-14,363,-137
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1219,501,765,264,486,-15,363,-138
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1220,502,879,377,486,-16,363,-139
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1221,503,879,376,486,-17,363,-140
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1222,504,879,375,486,-18,363,-141
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1223,505,879,374,486,-19,363,-142
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1224,505,879,374,486,-19,363,-142
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1225,506,879,373,486,-20,363,-143
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1226,507,879,372,486,-21,363,-144
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1227,508,879,371,486,-22,363,-145
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1228,509,879,370,486,-23,363,-146
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1229,509,879,370,486,-23,363,-146
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1230,510,879,369,486,-24,363,-147
JOSHUA TREE CA US,781.2,34.14694,-116.27472,1231,511,879,368,486,-25,363,-148
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0101,34,0,-34,0,-34,0,-34
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0102,69,0,-69,0,-69,0,-69
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0103,104,0,-104,0,-104,0,-104
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0104,138,0,-138,0,-138,0,-138
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0105,173,0,-173,0,-173,0,-173
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0106,208,25,-183,0,-208,0,-208
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0107,244,33,-211,0,-244,0,-244
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0108,281,33,-248,0,-281,0,-281
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0109,319,38,-281,0,-319,0,-319
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0110,357,109,-248,0,-357,0,-357
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0111,396,109,-287,58,-338,0,-396
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0112,434,109,-325,109,-325,0,-434
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0113,472,109,-363,109,-363,0,-472
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0114,509,109,-400,109,-400,0,-509
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0115,546,109,-437,109,-437,0,-546
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0116,583,109,-474,109,-474,178,-405
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0117,619,109,-510,109,-510,229,-390
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0118,655,109,-546,109,-546,458,-197
DUNSMUIR TRTMNT PLANT CA US,661.4,41.1833,-122.2736,0119,691,109,-582,109,-582,471,-220
